# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_upstream_gene_variant
IV00_00048281	IV00_00048281	IV00_00048281-RA	protein_coding	0	0	0	43	1	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	8
IV00_00048282	IV00_00048282	IV00_00048282-RA	protein_coding	0	0	0	40	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	16
IV00_00048283	IV00_00048283	IV00_00048283-RA	protein_coding	0	1	0	52	2	0	0	0	0	0	0	22	0	0	5	0	0	0	1	0	0	0	0	24
IV00_00048284	IV00_00048284	IV00_00048284-RA	protein_coding	1	1	0	80	6	0	0	0	0	0	0	17	0	0	29	1	1	0	2	0	0	0	0	29
IV00_00048286	IV00_00048286	IV00_00048286-RA	protein_coding	0	3	0	86	1	0	0	0	0	0	0	30	0	0	42	0	0	0	3	0	0	0	0	16
IV00_00048288	IV00_00048288	IV00_00048288-RA	protein_coding	1	0	1	59	0	0	0	0	1	0	0	28	0	1	23	0	0	0	0	0	0	0	0	8
IV00_00048290	IV00_00048290	IV00_00048290-RA	protein_coding	0	0	0	45	0	0	0	0	0	0	0	23	0	0	15	0	0	0	0	0	0	0	0	7
IV00_00048291	IV00_00048291	IV00_00048291-RA	protein_coding	0	0	0	41	0	0	0	0	0	0	0	21	0	0	8	0	0	0	0	0	0	0	0	12
IV00_00048292	IV00_00048292	IV00_00048292-RA	protein_coding	1	0	2	31	0	0	0	2	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	23
IV00_00048293	IV00_00048293	IV00_00048293-RA	protein_coding	0	0	1	33	0	0	0	0	0	0	1	9	0	0	1	0	0	0	0	0	0	0	0	23
IV00_00048294	IV00_00048294	IV00_00048294-RA	protein_coding	2	1	0	98	0	0	0	0	0	0	0	23	0	2	53	0	0	0	1	0	0	0	0	23
IV00_00048298	IV00_00048298	IV00_00048298-RA	protein_coding	0	0	0	47	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	10
IV00_00048299	IV00_00048299	IV00_00048299-RA	protein_coding	1	0	0	52	1	0	0	0	0	0	0	6	0	1	25	0	0	0	0	0	0	0	0	20
IV00_00048300	IV00_00048300	IV00_00048300-RA	protein_coding	0	0	0	37	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	0	9
IV00_00048301	IV00_00048301	IV00_00048301-RA	protein_coding	0	0	0	24	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	15
IV00_00048302	IV00_00048302	IV00_00048302-RA	protein_coding	0	0	0	70	0	0	0	0	0	0	0	12	0	0	43	0	0	0	0	0	0	0	0	15
IV00_00048302	IV00_00048302	IV00_00048302-RB	protein_coding	0	0	0	70	0	0	0	0	0	0	0	12	0	0	43	0	0	0	0	0	0	0	0	15
IV00_00048305	IV00_00048305	IV00_00048305-RA	protein_coding	0	0	0	66	0	0	0	0	0	0	0	20	0	0	25	0	0	0	0	0	0	0	0	21
IV00_00048306	IV00_00048306	IV00_00048306-RA	protein_coding	0	0	0	42	0	0	0	0	0	0	0	20	0	0	7	0	0	0	0	0	0	0	0	15
IV00_00048308	IV00_00048308	IV00_00048308-RA	protein_coding	0	0	0	39	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	22
IV00_00048309	IV00_00048309	IV00_00048309-RA	protein_coding	0	0	0	68	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	38
IV00_00048310	IV00_00048310	IV00_00048310-RA	protein_coding	0	0	0	57	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	31
IV00_00048311	IV00_00048311	IV00_00048311-RA	protein_coding	0	0	0	62	0	0	0	0	0	0	0	27	0	0	25	0	0	0	0	0	0	0	0	10
IV00_00048313	IV00_00048313	IV00_00048313-RA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	20
IV00_00048314	IV00_00048314	IV00_00048314-RA	protein_coding	0	0	0	30	2	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	8
IV00_00048325	IV00_00048325	IV00_00048325-RA	protein_coding	1	0	7	86	0	0	0	3	0	4	0	24	0	1	25	0	0	0	0	0	0	0	0	37
IV00_00048326	IV00_00048326	IV00_00048326-RA	protein_coding	1	1	4	77	0	0	0	3	0	1	0	23	0	1	33	0	0	0	1	0	0	0	0	22
IV00_00048327	IV00_00048327	IV00_00048327-RA	protein_coding	0	0	0	76	0	0	0	0	0	0	0	47	0	0	14	0	0	0	0	0	0	0	0	15
IV00_00048328	IV00_00048328	IV00_00048328-RA	protein_coding	0	2	0	105	0	0	0	0	0	0	0	16	0	0	70	0	0	0	2	0	0	0	0	21
IV00_00048329	IV00_00048329	IV00_00048329-RA	protein_coding	1	0	0	38	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	15
IV00_00048330	IV00_00048330	IV00_00048330-RA	protein_coding	0	0	0	27	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	13
IV00_00048332	IV00_00048332	IV00_00048332-RA	protein_coding	0	1	0	58	8	0	0	0	0	0	0	19	0	0	19	0	0	0	1	0	0	0	0	13
IV00_00048333	IV00_00048333	IV00_00048333-RA	protein_coding	0	1	0	53	0	0	0	0	0	0	0	23	0	0	12	0	0	0	1	0	0	0	0	19
IV00_00048334	IV00_00048334	IV00_00048334-RA	protein_coding	0	0	0	53	0	0	0	0	0	0	0	29	0	0	4	0	0	0	0	0	0	0	0	20
IV00_00048335	IV00_00048335	IV00_00048335-RA	protein_coding	1	5	1	117	0	0	0	1	0	0	0	22	0	1	72	0	0	0	5	0	0	0	0	28
IV00_00048336	IV00_00048336	IV00_00048336-RA	protein_coding	1	0	0	103	0	0	1	0	0	0	0	46	0	1	26	0	0	0	0	0	0	0	0	30
IV00_00048337	IV00_00048337	IV00_00048337-RA	protein_coding	0	1	0	124	0	0	0	0	0	0	0	33	0	0	45	0	0	0	1	0	0	0	0	47
IV00_00048339	IV00_00048339	IV00_00048339-RA	protein_coding	0	1	0	105	0	0	0	0	0	0	0	36	0	0	57	0	0	0	1	0	0	0	0	13
IV00_00048343	IV00_00048343	IV00_00048343-RA	protein_coding	1	0	0	47	0	0	0	0	0	0	0	18	0	1	10	0	0	0	0	0	0	0	0	19
IV00_00048347	IV00_00048347	IV00_00048347-RA	protein_coding	1	1	0	62	0	0	0	0	0	0	0	20	0	1	11	0	0	0	1	0	0	0	0	32
IV00_00048349	IV00_00048349	IV00_00048349-RA	protein_coding	1	0	0	50	0	0	0	0	0	0	0	18	0	1	7	0	0	0	0	0	0	0	0	25
IV00_00048352	IV00_00048352	IV00_00048352-RA	protein_coding	0	0	2	52	0	0	0	0	0	1	1	28	0	0	3	0	0	0	0	0	0	0	0	21
IV00_00048353	IV00_00048353	IV00_00048353-RA	protein_coding	0	0	0	41	0	0	0	0	0	0	0	25	0	0	5	0	0	0	0	0	0	0	0	11
IV00_00048354	IV00_00048354	IV00_00048354-RA	protein_coding	0	0	0	62	0	0	0	0	0	0	0	28	0	0	13	0	0	0	0	0	0	0	0	21
IV00_00048356	IV00_00048356	IV00_00048356-RA	protein_coding	0	0	0	56	0	0	0	0	0	0	0	30	0	0	4	0	0	0	0	0	0	0	0	22
IV00_00048357	IV00_00048357	IV00_00048357-RA	protein_coding	0	0	0	51	0	0	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	26
IV00_00048358	IV00_00048358	IV00_00048358-RA	protein_coding	0	0	0	50	0	0	0	0	0	0	0	16	0	0	12	0	0	0	0	0	0	0	0	22
IV00_00048359	IV00_00048359	IV00_00048359-RA	protein_coding	1	0	0	75	0	0	0	0	0	0	0	20	0	1	9	0	0	0	1	0	0	1	0	46
IV00_00048360	IV00_00048360	IV00_00048360-RA	protein_coding	0	2	0	128	3	0	0	0	0	0	0	46	0	0	53	0	0	0	2	0	0	0	0	28
IV00_00048361	IV00_00048361	IV00_00048361-RA	protein_coding	0	0	0	98	0	0	0	0	0	0	0	41	0	0	28	0	0	0	0	0	0	0	0	29
IV00_00048391	IV00_00048391	IV00_00048391-RA	protein_coding	0	0	0	53	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	32
IV00_00048391	IV00_00048391	IV00_00048391-RB	protein_coding	0	0	0	53	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	32
IV00_00048394	IV00_00048394	IV00_00048394-RA	protein_coding	0	0	0	95	0	0	0	0	0	0	0	48	0	0	15	0	0	0	0	0	0	0	0	32
IV00_00048395	IV00_00048395	IV00_00048395-RA	protein_coding	0	0	0	81	0	0	0	0	0	0	0	30	0	0	23	0	0	0	0	0	0	0	0	28
IV00_00048397	IV00_00048397	IV00_00048397-RA	protein_coding	2	0	0	86	0	0	0	0	0	0	0	32	0	2	29	0	0	0	1	0	0	1	0	25
IV00_00048398	IV00_00048398	IV00_00048398-RA	protein_coding	4	0	1	152	0	0	0	1	0	0	0	26	0	4	86	0	0	0	0	0	0	0	0	40
IV00_00048401	IV00_00048401	IV00_00048401-RA	protein_coding	0	0	2	115	0	0	0	0	0	2	0	55	0	0	32	0	0	0	0	0	0	0	0	28
IV00_00048405	IV00_00048405	IV00_00048405-RA	protein_coding	0	0	0	136	0	0	0	0	0	0	0	23	0	0	56	0	0	0	0	0	0	0	0	57
IV00_00048408	IV00_00048408	IV00_00048408-RA	protein_coding	0	0	0	222	0	0	0	0	0	0	0	64	0	0	100	0	0	0	0	0	0	0	0	58
IV00_00048421	IV00_00048421	IV00_00048421-RA	protein_coding	2	0	0	42	0	0	0	0	0	0	0	17	0	2	9	0	0	0	0	0	0	0	0	16
IV00_00048436	IV00_00048436	IV00_00048436-RA	protein_coding	0	1	0	47	0	0	0	0	0	0	0	17	0	0	11	0	0	0	1	0	0	0	0	20
IV00_00048440	IV00_00048440	IV00_00048440-RA	protein_coding	2	0	1	57	0	0	0	0	0	1	0	28	0	2	29	0	0	0	0	0	0	0	0	0
IV00_00048442	IV00_00048442	IV00_00048442-RA	protein_coding	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
IV00_00048798	IV00_00048798	IV00_00048798-RA	protein_coding	5	0	0	93	0	0	0	0	0	0	0	34	0	5	4	0	0	0	0	0	0	0	0	55
IV00_00048799	IV00_00048799	IV00_00048799-RA	protein_coding	6	0	1	76	0	0	0	0	0	1	0	25	0	6	26	0	0	0	0	0	0	0	0	25
IV00_00048808	IV00_00048808	IV00_00048808-RA	protein_coding	1	0	0	73	0	0	0	0	0	0	0	56	0	1	1	0	0	0	0	0	0	0	0	16
IV00_00048810	IV00_00048810	IV00_00048810-RA	protein_coding	8	0	0	42	0	0	0	0	0	0	0	28	0	8	0	0	0	0	0	0	0	0	0	14
IV00_00048813	IV00_00048813	IV00_00048813-RA	protein_coding	6	0	1	36	0	0	0	0	0	1	0	20	0	6	1	0	0	0	0	0	0	1	0	15
IV00_00048818	IV00_00048818	IV00_00048818-RA	protein_coding	24	0	6	70	0	0	0	0	5	1	1	27	0	23	23	0	0	0	0	0	1	0	0	20
IV00_00048845	IV00_00048845	IV00_00048845-RA	protein_coding	4	0	2	50	0	0	0	0	2	0	0	19	0	4	7	0	0	0	0	0	0	1	0	24
IV00_00048851	IV00_00048851	IV00_00048851-RA	protein_coding	1	0	0	45	0	0	0	0	0	0	0	11	0	1	14	0	0	0	0	0	0	0	0	20
IV00_00048854	IV00_00048854	IV00_00048854-RA	protein_coding	1	0	0	33	0	0	0	0	0	0	0	14	0	1	9	0	0	0	0	0	0	0	0	10
IV00_00048858	IV00_00048858	IV00_00048858-RA	protein_coding	5	3	0	97	1	0	0	0	0	0	0	18	0	5	55	0	0	0	3	0	0	0	0	26
IV00_00048858	IV00_00048858	IV00_00048858-RB	protein_coding	5	3	0	97	1	0	0	0	0	0	0	18	0	5	55	0	0	0	3	0	0	0	0	26
IV00_00048858	IV00_00048858	IV00_00048858-RC	protein_coding	5	3	0	97	1	0	0	0	0	0	0	18	0	5	55	0	0	0	3	0	0	0	0	26
IV00_00048858	IV00_00048858	IV00_00048858-RD	protein_coding	5	3	0	97	1	0	0	0	0	0	0	18	0	5	55	0	0	0	3	0	0	0	0	26
IV00_00048866	IV00_00048866	IV00_00048866-RA	protein_coding	1	1	1	73	0	0	0	1	0	0	0	15	0	1	35	0	0	0	1	0	0	1	0	24
IV00_00048867	IV00_00048867	IV00_00048867-RA	protein_coding	6	0	0	65	0	0	0	0	0	0	0	9	0	6	43	0	0	0	0	0	0	0	0	13
IV00_00048868	IV00_00048868	IV00_00048868-RA	protein_coding	14	1	2	62	0	0	0	2	0	0	0	24	0	14	30	0	0	0	2	0	0	2	0	9
IV00_00048872	IV00_00048872	IV00_00048872-RA	protein_coding	9	0	2	111	0	0	0	0	1	0	1	35	0	9	41	0	0	0	0	0	0	0	0	35
IV00_00048879	IV00_00048879	IV00_00048879-RA	protein_coding	0	0	0	11	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	6
IV00_00048880	IV00_00048880	IV00_00048880-RA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	1
IV00_00048882	IV00_00048882	IV00_00048882-RA	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1
IV00_00048883	IV00_00048883	IV00_00048883-RA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1
IV00_00048884	IV00_00048884	IV00_00048884-RA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
IV00_00048885	IV00_00048885	IV00_00048885-RA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
IV00_00048887	IV00_00048887	IV00_00048887-RA	protein_coding	0	0	0	19	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	5
IV00_00048890	IV00_00048890	IV00_00048890-RA	protein_coding	0	0	0	20	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	5
IV00_00048895	IV00_00048895	IV00_00048895-RA	protein_coding	0	0	0	36	0	0	0	0	0	0	0	8	0	0	25	0	0	0	0	0	0	0	0	3
IV00_00048898	IV00_00048898	IV00_00048898-RA	protein_coding	0	0	2	23	2	0	0	0	0	0	2	13	0	0	6	0	0	0	0	0	0	0	0	2
IV00_00048905	IV00_00048905	IV00_00048905-RA	protein_coding	0	0	0	47	0	0	0	0	0	0	0	6	0	0	33	0	0	0	0	0	0	0	0	8
IV00_00048908	IV00_00048908	IV00_00048908-RA	protein_coding	0	0	0	31	0	0	0	0	0	0	0	10	0	0	15	0	0	0	0	0	0	0	0	6
IV00_00048911	IV00_00048911	IV00_00048911-RA	protein_coding	0	0	0	24	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	8
IV00_00048915	IV00_00048915	IV00_00048915-RA	protein_coding	0	2	0	80	0	0	0	0	0	0	0	6	0	0	66	0	0	0	2	0	0	0	0	10
IV00_00049107	IV00_00049107	IV00_00049107-RA	protein_coding	2	0	0	37	0	0	0	0	0	0	0	15	0	2	10	0	0	0	0	0	0	0	0	12
IV00_00049125	IV00_00049125	IV00_00049125-RA	protein_coding	1	0	0	57	0	0	0	0	0	0	0	13	0	1	28	0	0	0	0	0	0	0	0	16
IV00_00049127	IV00_00049127	IV00_00049127-RA	protein_coding	0	0	0	32	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	13
IV00_00049128	IV00_00049128	IV00_00049128-RA	protein_coding	0	0	0	86	2	0	0	0	0	0	0	11	0	0	48	0	0	0	0	0	0	0	0	25
IV00_00049130	IV00_00049130	IV00_00049130-RA	protein_coding	0	0	1	38	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	10
IV00_00049132	IV00_00049132	IV00_00049132-RA	protein_coding	0	4	1	107	0	0	1	0	0	1	0	28	0	0	51	0	0	0	4	0	0	0	0	31
IV00_00049132	IV00_00049132	IV00_00049132-RB	protein_coding	0	4	0	94	0	0	0	0	0	0	0	9	0	0	61	0	0	0	4	0	0	0	0	28
IV00_00049136	IV00_00049136	IV00_00049136-RA	protein_coding	3	0	0	70	0	0	0	0	0	0	0	21	0	3	31	0	0	0	0	0	0	0	0	18
IV00_00049137	IV00_00049137	IV00_00049137-RA	protein_coding	1	0	0	57	0	0	0	0	0	0	0	21	0	1	8	0	0	0	0	0	0	0	0	28
IV00_00049138	IV00_00049138	IV00_00049138-RA	protein_coding	0	0	0	58	1	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	26
IV00_00049140	IV00_00049140	IV00_00049140-RA	protein_coding	0	0	0	41	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	4
IV00_00049142	IV00_00049142	IV00_00049142-RA	protein_coding	0	0	0	78	0	0	0	0	0	0	0	34	0	0	14	0	0	0	0	0	0	0	0	30
IV00_00049143	IV00_00049143	IV00_00049143-RA	protein_coding	0	0	0	81	0	0	0	0	0	0	0	20	0	0	38	0	0	0	0	0	0	0	0	23
IV00_00049145	IV00_00049145	IV00_00049145-RA	protein_coding	0	0	0	150	1	0	0	0	0	0	0	25	0	0	86	0	0	0	0	0	0	0	0	38
IV00_00049148	IV00_00049148	IV00_00049148-RA	protein_coding	0	0	0	84	0	0	0	0	0	0	0	14	0	0	48	0	0	0	0	0	0	0	0	22
IV00_00049149	IV00_00049149	IV00_00049149-RA	protein_coding	1	0	0	43	0	0	0	0	0	0	0	20	0	1	3	0	0	0	1	0	0	0	0	20
IV00_00049150	IV00_00049150	IV00_00049150-RA	protein_coding	0	0	0	69	0	0	0	0	0	0	0	17	0	0	27	0	0	0	0	0	0	0	0	25
IV00_00049150	IV00_00049150	IV00_00049150-RB	protein_coding	0	0	0	69	0	0	0	0	0	0	0	17	0	0	27	0	0	0	0	0	0	0	0	25
IV00_00049151	IV00_00049151	IV00_00049151-RA	protein_coding	1	0	11	163	0	0	0	1	2	7	1	34	0	0	104	0	0	1	0	0	0	0	0	26
IV00_00049154	IV00_00049154	IV00_00049154-RA	protein_coding	1	0	0	191	0	0	0	0	0	0	0	17	0	0	132	0	0	1	0	0	0	0	0	43
IV00_00049156	IV00_00049156	IV00_00049156-RA	protein_coding	0	0	0	49	0	0	0	0	0	0	0	30	0	0	7	0	0	0	0	0	0	0	0	12
IV00_00049158	IV00_00049158	IV00_00049158-RA	protein_coding	0	1	0	175	0	0	0	0	0	0	0	31	0	0	135	0	0	0	1	0	0	0	0	10
IV00_00049232	IV00_00049232	IV00_00049232-RA	protein_coding	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
IV00_00049234	IV00_00049234	IV00_00049234-RA	protein_coding	1	0	0	44	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	28
IV00_00049236	IV00_00049236	IV00_00049236-RA	protein_coding	0	0	0	54	0	0	0	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	29
IV00_00049236	IV00_00049236	IV00_00049236-RB	protein_coding	7	1	3	71	6	0	0	0	0	2	1	17	0	7	8	0	0	0	1	0	0	0	0	41
IV00_00049240	IV00_00049240	IV00_00049240-RA	protein_coding	31	3	4	171	0	0	0	2	0	3	3	19	1	25	128	0	4	3	8	0	1	3	0	33
IV00_00049242	IV00_00049242	IV00_00049242-RA	protein_coding	3	1	3	51	0	0	0	0	0	0	3	31	0	3	13	0	0	0	4	0	0	0	0	8
IV00_00049243	IV00_00049243	IV00_00049243-RA	protein_coding	3	0	0	64	0	0	0	0	0	0	0	17	0	3	31	0	0	0	0	0	1	0	0	16
IV00_00049244	IV00_00049244	IV00_00049244-RA	protein_coding	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
IV00_00049245	IV00_00049245	IV00_00049245-RA	protein_coding	6	0	0	61	0	0	0	0	0	0	0	6	0	6	32	0	0	0	0	0	0	0	0	23
IV00_00049246	IV00_00049246	IV00_00049246-RA	protein_coding	1	0	2	60	0	0	0	1	0	1	0	28	0	1	4	0	0	0	0	0	0	0	0	28
IV00_00049247	IV00_00049247	IV00_00049247-RA	protein_coding	2	0	0	69	0	0	0	0	0	0	0	6	0	2	4	0	0	0	0	0	0	0	0	59
IV00_00049249	IV00_00049249	IV00_00049249-RA	protein_coding	1	0	0	43	0	0	0	0	0	0	0	2	0	1	10	0	0	0	0	0	0	0	0	31
IV00_00049250	IV00_00049250	IV00_00049250-RA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
IV00_00049251	IV00_00049251	IV00_00049251-RA	protein_coding	7	0	0	66	0	0	0	1	0	0	0	5	0	6	65	0	0	4	4	0	0	2	0	0
IV00_00049252	IV00_00049252	IV00_00049252-RA	protein_coding	0	0	0	27	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
IV00_00049253	IV00_00049253	IV00_00049253-RA	protein_coding	9	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0
IV00_00049254	IV00_00049254	IV00_00049254-RA	protein_coding	8	0	2	78	0	0	0	1	0	0	1	9	0	8	36	0	2	0	2	0	0	0	0	35
IV00_00049261	IV00_00049261	IV00_00049261-RA	protein_coding	8	0	1	101	12	0	2	1	0	1	0	28	0	7	37	0	0	1	1	0	0	1	0	23
IV00_00049265	IV00_00049265	IV00_00049265-RA	protein_coding	2	0	0	39	3	0	0	0	0	0	0	20	0	2	5	0	0	0	0	0	0	0	0	11
IV00_00049266	IV00_00049266	IV00_00049266-RA	protein_coding	2	1	0	43	0	0	1	0	0	0	0	13	0	1	21	1	1	0	2	0	0	0	0	9
IV00_00049268	IV00_00049268	IV00_00049268-RA	protein_coding	1	0	0	39	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	30
IV00_00049269	IV00_00049269	IV00_00049269-RA	protein_coding	11	0	0	50	0	0	0	0	0	0	0	19	0	11	18	0	0	0	0	0	0	0	0	13
IV00_00049272	IV00_00049272	IV00_00049272-RA	protein_coding	0	0	0	21	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	12
IV00_00049274	IV00_00049274	IV00_00049274-RA	protein_coding	13	1	4	57	0	0	0	1	2	0	1	3	0	13	26	0	0	0	1	0	0	0	0	29
IV00_00049277	IV00_00049277	IV00_00049277-RA	protein_coding	17	0	3	30	0	0	0	0	0	2	1	3	0	17	1	0	0	0	0	0	0	2	0	26
IV00_00049278	IV00_00049278	IV00_00049278-RA	protein_coding	0	0	0	51	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	17
IV00_00049279	IV00_00049279	IV00_00049279-RA	protein_coding	1	0	0	51	0	0	0	0	0	0	0	45	0	1	0	0	0	0	0	0	0	0	0	6
IV00_00049280	IV00_00049280	IV00_00049280-RA	protein_coding	1	0	0	67	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	65
IV00_00049283	IV00_00049283	IV00_00049283-RA	protein_coding	0	0	0	59	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	15
IV00_00049284	IV00_00049284	IV00_00049284-RA	protein_coding	0	0	0	30	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15
IV00_00049284	IV00_00049284	IV00_00049284-RB	protein_coding	0	0	0	30	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15
IV00_00049285	IV00_00049285	IV00_00049285-RA	protein_coding	0	0	0	23	0	0	0	0	0	0	0	8	0	0	15	0	0	0	0	0	0	0	0	0
IV00_00049286	IV00_00049286	IV00_00049286-RA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	15	0	0	8	0	0	0	0	0	0	0	0	2
IV00_00049287	IV00_00049287	IV00_00049287-RA	protein_coding	2	0	1	20	0	0	0	1	0	0	0	8	0	2	12	0	0	0	0	0	0	0	0	0
IV00_00049320	IV00_00049320	IV00_00049320-RA	protein_coding	2	0	1	65	0	0	0	0	0	1	0	38	0	2	6	0	0	0	0	0	0	0	0	21
IV00_00049323	IV00_00049323	IV00_00049323-RA	protein_coding	9	1	0	110	8	0	0	0	0	0	0	37	0	9	43	0	1	0	3	0	0	0	0	24
IV00_00049324	IV00_00049324	IV00_00049324-RA	protein_coding	2	0	0	73	0	0	0	0	0	0	0	24	0	2	10	0	0	0	0	0	0	0	0	39
IV00_00049327	IV00_00049327	IV00_00049327-RA	protein_coding	3	0	2	60	0	0	0	0	1	1	0	13	0	3	18	0	0	0	0	0	0	0	0	29
IV00_00049352	IV00_00049352	IV00_00049352-RA	protein_coding	4	0	0	75	0	0	0	0	0	0	0	33	0	4	29	0	0	0	1	0	0	0	0	13
IV00_00049353	IV00_00049353	IV00_00049353-RA	protein_coding	7	5	2	143	0	0	0	1	0	1	0	34	0	7	84	0	0	3	9	0	0	0	0	33
IV00_00049356	IV00_00049356	IV00_00049356-RA	protein_coding	5	0	0	87	0	0	0	0	0	2	0	45	0	3	21	0	2	2	4	0	0	3	0	24
IV00_00049357	IV00_00049357	IV00_00049357-RA	protein_coding	4	0	1	101	0	0	0	0	0	1	0	57	0	4	13	0	0	0	0	0	0	0	0	31
IV00_00049358	IV00_00049358	IV00_00049358-RA	protein_coding	0	0	0	60	0	0	0	0	0	0	0	27	0	0	15	0	0	0	0	0	0	0	0	18
IV00_00049359	IV00_00049359	IV00_00049359-RA	protein_coding	6	0	1	45	0	0	0	1	0	1	0	19	0	5	5	0	0	0	0	0	1	0	0	21
IV00_00049360	IV00_00049360	IV00_00049360-RA	protein_coding	9	0	1	52	0	0	0	1	0	1	0	23	0	8	2	0	1	0	2	0	0	1	0	28
IV00_00049361	IV00_00049361	IV00_00049361-RA	protein_coding	1	3	0	121	0	0	1	0	0	0	0	23	0	1	54	0	0	0	3	0	0	0	0	46
IV00_00049361	IV00_00049361	IV00_00049361-RB	protein_coding	1	3	0	121	0	0	1	0	0	0	0	23	0	1	54	0	0	0	3	0	0	0	0	46
IV00_00049361	IV00_00049361	IV00_00049361-RC	protein_coding	2	0	1	100	0	0	0	1	0	0	0	40	0	2	15	0	0	0	0	0	0	0	0	45
IV00_00049362	IV00_00049362	IV00_00049362-RA	protein_coding	7	0	1	77	0	0	0	1	0	0	0	46	0	7	3	0	0	0	0	0	0	0	0	28
IV00_00049363	IV00_00049363	IV00_00049363-RA	protein_coding	5	0	2	73	0	0	0	2	0	0	0	46	0	5	2	0	0	0	0	0	0	0	0	25
IV00_00049365	IV00_00049365	IV00_00049365-RA	protein_coding	70	0	18	215	0	0	0	5	6	7	0	5	0	69	197	0	2	1	4	0	0	1	0	16
